npl_publn_id	npl_biblio
960023871	Williams et al, A Visual Language for Image Processing, Proceedings of the 1990 IEEE Workshop on Visual Languages, pp. 86 91.
960035291	Williams et al., Blood, 87(5): 1687-1691 (Mar. 1, 1996).
960041504	Williams et al J of Immunol. 1996, v.156, pp. 1908-1915.
960041576	Williams et al., Engraftment of Human Tumor-Infiltrating Lymphocytes and the Production of Anti-Tumor Antibodies in SCID Mice, J. Immunol., 156: 1908-1915 (1996).
960044474	Williams et al., Asymmetric Synthesis . . . J. Am. Chem. Soc., 1991, 113, pp. 9276 9286.
960058278	Williams et al., Biochim. Biophys. Act., Uptake of Endogenous Cholesterol by a Synthetic Lipoprotein , 875 (2), 183-194. (Feb. 23, 1986).
960061272	Williams et al.,Development of biologically active peptides based on antibody structure, Proc. Natl Acad. Sci. USA (1989), 86: 5537-5541.
960062381	Williams et al., Development of biologically active peptides based on antibody structure, Proc. Natl Acad. Sci. USA (1989), 86: 5537-5541.
960065438	Williams et al., Sarafotoxin S6c: An agonist which distinguishes between endothelin receptor subtypes, Biochem. Biophys. Res. Commun. 175 ( 2 ):556 561 (1991).
960070044	Williams et al., Towards DNA-Mediated Self Assembly of Carbon Nanotube Molecular Devices, AIP Conf. Proc. 663, 444, 2002.
960071888	Williams and Ward, The Construction of a Polyethylene Calibration Curve for Gel Permeation Chromatography Using Polystyrene Fractions, 621, Journal of Polymer Science, Polymer Letters, vol. 6 (1968).
960073812	Williams et al. (IBM Corporation, Hewlett-Packard Company, Apple Computer, Inc. Counterpoint Systems Foundry, Inc.) Infrared Data Association Serial Infrared Link Access Protocol (IrLAP), Version 1.1, Jun. 16, 1996.
960078290	Williams et al., Gray's Anatomy, New York: Churchill Livingstone, 1989; 723-1168.
960087069	Williams et al. (1995) The Drosophila kinesin-like protein KLP3A is a midbody component required for central spindle assembly and initiation of cytokinesis J Cell Biol 129:709-23.
960092225	Williams et al., Investigative Radiology , 24:10, pp. 768 775 (Oct. 1989).
960095673	Williams et al., J. Org. Chem., vol. 46, pp. 4143 4147, (1981).
960097090	Williams et al., Thermodynamic Comparison of the Salt Dependence of Natural RNA Hairpins and RNA Hairpins with Non-Nucleotide Spacers, Biochemistry 35: 14665-14670 (1996).
960103062	Williams et al. (1990) J. Org. Chem., 55, 4657 4663.
960105455	Williams et al (Foye's Principles of Medicinal Chemistry, 5th Ed., 2002).
960110309	Williams et al., A Comparison of the Effects of Topical Cyclosporine and Topical Steroid on Rabbit Corneal Allograft Rejection Transplantation. Mar. 1985;39(3):242-244.
960122611	Williams et al., Biodegradable Plastics from Plants, Chemtech, pp.: 38-44, Sep. 1, 1996.
960126023	Williams et al. (1991) J. Biol. Chem., vol. 266, No. 8, pp. 5182-5190.
960126597	Williams et al., Simultaneous Blasting of Multiple Overburden Seams in Surface Coal Mining, International Society of Explosives Engineers, 1992, pp. 1-10.
960126621	Williams et al., Simultaneous Blasting of Multiple Overburden Seams in Surface Coal Mining, International Society of Explosive Engineers, 2000, 10 pages.
960129137	Williams et al (Foye's Principles of Medicinal Chemistry, 5th Ed., pp. 59-61, 2002).
960133080	Williams et al., Preparation and Alcohol Oxidation Studies of the Ferrate(IV) Ion, FeO 4 2 , Inorganic Chimica Acia, vol. 8, pp. 177 183 (1974).
960133538	Williams et al., Asymmetric Synthesis . . . J. Am. Chem. Soc., 1991, 113, pp. 9276 9286.
960134104	Williams et al., Preparation and Alcohol Oxidation Studies of the Ferrate(IV) Ion, FeO 4 2 , Inorganic Chimica Acta , vol. 8, pp. 177 183 (1974).
960138987	Williams et al. J. Inf. Dis. 170:946-54 1994.*
960143860	Williams et al., Leflunomide in Experimental Transplantation, Transplantation , 57:1223 1231 (1994).
960143865	Williams et al., Leflunomide, A Potent Immunosuppressive Molecule , International Conference on New Trends in Clinical and Experimental Immunosuppression, Geneva, Switzerland (Feb. 10, 1994).
960143905	Williams et al., Immunosuppressive Effects of Leflunomide in a Cardiac Allograft Model, Transplantation Proceedings , 25:745 746 (1993).
960143906	Williams et al., Leflunomide Based Immunosuppression in Rat Cardiac and Renal Xenotransplantation, Presented at Annual Meeting of the Am. Soc. Transplant Surgeons, May 20, 1994, Chicago, IL.
960143907	Williams et al., Leflunomide and Cyclosporine in Rat Cardiac Transplantation , Presented at the 17th Annual Meeting of the Am. Soc. Transplant Surgeons, May 1992, Chicago, Illinois.
960153060	Williams et al., Biodegradable Plastics from Plants, Chemtech, pp.: 38-44, Sep. 1, 1996.
960155013	Williams et al., Generation IV Roadmap Activity Description of Generation IV Reactor and Fuel Cycle Molten Salt Reactors (MSRs) for Production of Electricity with Fissile, Fertile, and Fission Products Dissolved in a Fluoride Salt, Oak Ridge National Laboratory, Oak Ridge TN, Apr. 25, 2001, 6 pages.
960158326	Williams et al, Cancer Research, 61:3285-3289 (Apr, 15, 2001). cited by other.
960164775	Williams et al, Proc. Natl. Acad. Sci. USA 94: 5290-5295, May 1997.
960167228	Williams et al., Apoptosis: final control point in cell biology Trends in Cell Biology 2:263 (1992).
960169370	Williams & Peoples, Biodegradable plastics from plants, Chemtech 26:38-44 (1996).
960183484	Williams et al., Biochim. Biophys. Act., Uptake of Endogenous Cholesterol by a Synthetic Lipoprotein , 875 (2), 183-194. (Feb. 12, 1986).
960183535	Williams et al., Developement of a water soluble . . . , Carbohydr. Res., 235, pp 247-257, 1992.
960186180	Williams et al., DNA polymorphisms amplified by arbitrary primers are useful as genetic markers, 1990 Nucleic Acids Research 24:380-385.
960197364	Williams et al., Expression of c-erbB-2 in Human Pancreatic Adenocarcinomas Pathobiology 59(1):46-52 (1991).
960197478	Williams et al., Design for Testability A Survey, IEEE Trans. on Computers, vol. c 31, No. 1, Jan. 1982, pp. 2 15.
960200688	Williams et al., Diphtheria toxin receptor binding domain substitution with interleukin-2: genetic construction and properties of a diphtheria toxin-related interleukin-2 fusion protein, Protein Engineering, 1 (No. 6):493-498 (1987).
960200703	Williams et al., Diphtheria Toxin Receptor Binding Domain Substitution with Interleukin-2 (Abstract).
960202418	Williams et al., Diphtheria toxin receptor binding domain substitution with interleukin-2: genetic construction and properties of a diphtheria toxin-related interleukin-2 fusion protein, Protein Engineering, (No. 6):493-498 (1987).
960202433	Williams et al., Diphtheria Toxin Receptor Binding Domain Substitution with Interleukin-2 (Abstract).
960202442	Williams et al., Gene, 43:319-324 (1986).
960209621	Williams et al., Magnetic Bearing Stage for Photolithography, Annals of the CIRP, vol. 42/1993, pp. 607-610, (month unknown).
960209633	Williams et al., Magnetic Bearing Stage for Photolithography, Annals of the CIRP, vol. 42/1993, pp. 607-610, (month unknown).
960211342	Williams et al, Molecular Cloning and Sequence Analysis of the Chlamydomonas Gene Doding for Radial Spoke Protein 3: Flagellar Mutation pf-14 is an Ochre Allele, The Journal of Cell Biology, vol. 109, pp. 235-245, 1989.
960214258	williams et al., Chem. Abst. 76, No. 149458g (1972).
960220909	Williams et al., R.A. ADAM: A Two Dimensional, Two-Carrier MOSFET Simulator Based on Generalized Stream Functions, IEEE Transactions on Computer-Aided Design, vol. 7, No. 2, Feb. 1988, pp. 243-250.*
960228417	Williams et al., Etch Rates for Micromachining Processing, Journal of Microelectromechanical Systems, vol. 5, No. 4, pp. 256-259 (Dec. 1996).
960230859	Williams et al, Biochemistry 31:9768 (1992).
960233893	Williams et al. Selection and Expansion of Peripheral Blood CD34+ Cells in Autologous Stem Cell Transplantation for Breast Cancer, Blood, 87(5): 1687-1691, 1996.
960236686	Williams and Mitchell, Effects of Integrated Flight Path and Terrain Displays on Controlled Flight into Terrain, Center for Human-Machine Systems Research, School of Industrial and Systems Engineering, Georgia Institute of Technology.
960236951	Williams and Mitchell, Effects of Integrated Flight Path and Terrain Displays on Controlled Flight into Terrain, Center for Human-Machine Systems Research, School of Industrial and Systems Engineering, Georgia Institute of Technology.
960258232	Williams et al., Design of bioactive peptides based on antibody hypervariable region structures. Development of conformationally constrained and dimeric peptides with enhanced affinity, J. Biol. Chem.. , 266(8):5182-5190 (1991).
960258233	Williams et al., Development of biologically active peptides based on antibody structure, Proc Natl Acad Sci USA, 86(14):5537-5541 (1989).
960268208	Williams et al., Applied Optics vol. 9, No. 7, Jul. 1970, pp. 1597-1605.
960268210	Williams et al., Molecular Correlation Spectrometry, Applied Optics, vol. 7, No. 4, Apr. 1968, pp. 607-616.
960270655	Williams et al. A New Mechanism Involving Cyclic Tautomers for the Reaction with Nucleophiles of the Water-Soluble Peptide Coupling Reagent 1-Ethyl-3-(3-(dimethylamino)propyl)carbodiimide (EDC) Journal of the American Chemical Society, vol. 103, No. 24 (1981) pp. 7090-7095.
960271653	Williams et al A Novel Method for Non-Invasive Multispectral Imaging of Tissue Proceedings of IEEE Southeastcon 1992, vol. 1, Apr. 1992, pp. 291-294.
960272880	Williams et al. The immunoglobulin superfamily-domains for cell surface recognition Annu. Rev. Immunol. 6:381-405 (1988).
960278270	Williams et al., Synovial accumulation of technetium labelled liposomes in rheumatoid arthritis, Annals of the Rheumatic Diseases 46:314 318 (1987).
960288237	Williams et al., Topics in Antibiotic Chemistry , vol. 5, pp. 119 158.
960290051	Williams et al., Nueron (1992) 8:71-84.
960294038	Williams et al (Birth Defects: Original Article Series, vol. XVI, No. 1, pp. 415-423 (1980)).
960295887	Williams et al., Biochem. J., 264:223-231 (1991).
960295888	Williams et al. (1995) Biochem. Biophys. Res. Comm. 213:325-33.
960297893	Williams et al, Cancer Research, 61:3285-3289 (Apr. 15, 2001).
960299638	Williams et al., Chem. Abstract 100 (1984), 133010h.
960301990	Williams et al., Vial Breakage by Frozen Mannitol Solutions: Correlation with Terminal Characteristics and Effect of Stereoisomerism, Additives, and Vial Configuration, J. of Parenteral Sci. & Tech., Mar.-Apr. 1991, 45(2):94-100.
960301991	Williams et al., The Glassy State in Corn Embryos, Plant Physiol. (1989), 89:977-981.
960303149	Williams et al. Neuronal Nicotinic Acetylcholine Receptors, DN&P, vol. 7, No. 4, May 1994, pp. 205-223.
960303272	Williams et al., Methane Hydrate Production from Alaskan Permafrost, Gas Hydrate Project Production Testing; North Pole, Alaska, Topical Report Jan. 1, 2003 to Mar. 31, 2003, DE-FC26-01NT41331, Apr. 2003, pp. 1-6.
960303324	Williams et al., Methane Hydrate Production From Alaskan Permafrost, Gas Hydrate Project Production Testing; North Pole, Alaska, Topical Report Jan. 1, 2003 to Mar. 31, 2003, DE-FC26-01NT41331, Apr. 2003, pp. 1-6.
960314122	Williams et al., CA. 95:4126e (1981).
960318790	Williams et al, A Class of Gradient Estimating Algorithms for Reinforcement Learning in Neural Networks IEEE 1st Inter Conf on Neural Networks, Jun. 1987.
960320222	Williams et al., Magnetic Bearing Stage for Photolithography, Annals of the CIRP vol. 42/1/1993, pp. 607-610.
960324582	Williams et al., J. Immunol., 142:2796, 1989.
960327073	williams et al., J. Am. Chem. Soc., 93 (26), 12-1971.
960335400	Williams et al., Surgical Treatment of Atrial Fibrillation Using Radiofrequency Energy, Ann Thorac Surg, (2001); 71: 1939-1944.
960338589	Williams et al. The ABC of Metabonomics: Automated Baseline Correction, Mar. 11-16, 2001, Orlando, Florida, USA, 42nd ENC, ACD Users Meeting, pp. 1-8 (2001).
960342614	Williams et al., Science 215, 687 688, (1982).
960342621	Williams et al., Science 215, 687 688 (1982).
960342631	Williams et al., Science 215, 687 688 (1982).
960342642	Williams et al., Science 215, 687 688 (1982).
960342651	Williams et al., Science 215, 687 688 (1982).
960346584	Williams et al., The Journal of Biological Chemistry, vol. 264, pp. 7536-7543 (1989).
960354019	Williams Cyanogen Compounds, 1948 pp. 294-295.
960358297	Williams et al., Apoptosis: final control point in cell biology, Trends in Cell Biology 2:263. (1992).
960364194	Williams et al., The Biocompatibility of Silver CRC Crit. Rev. Biocompat. 5(3):221-243 (1989).
960371016	Williams and Comstock, An Analytical Model of the Write Process in Digital Magnetic Recording, 17th Annual AIP Conf. Proc., Part I, No. 5, 1971, pp. 738-742.*
960376752	Williams et al., Resolving combustible gas mixtures using gas sensitive resistors with arrays of electrodes, J. Chem. Soc., Faraday Trans., vol. 92, No. 22, pp. 4497-4504, 1996.
960383438	Williams et al. 3.4 THz quantum cascade laser operating above liquid nitrogen temperature Elec. Letter., vol. 39, No. 12 (Jun. 12, 2003).
960383439	Williams et al. (Williams et al., 3.4 THz quantum cascade laser based on Longitudinal-optical-phonon scattering for depopulation, Appl. Phys., Leo. 82. 1015 (2003)).
960383440	Williams et al. 3.4 THz quantum cascade laser operating above liquid nitrogen temperature Elec. Letter., vol. 39, No. 12 (Jun. 12, 2003).
960383456	Williams and Hu, Optimized energy separation for phonon scattering in three-level terahertz intersubband lasers, American Institute of Physics (2001).
960385982	Williams et al., Extensie contribution of Rb-deficient cells to adult chimeric mice with limited histopathological consequences, EMBO J., 1994, 13(18):4251-4259.
960390772	Williams et al, LS 74-783, a new systemic fungicide with activity against phycomycete diseases, Bristish Crop Protection Conference-Pests and Diseases, Proceedings, 1977, vol. 2, 565-73.
960391729	Williams et al., Preparation and Fluorescence Spectroscopy of Bulk Monoclinic Eu3+:Y2O3 and comparison to Eu3+:Y2O3 Nanocrystals, J. Phys. Chem. B, 102 (1998) pp. 916-920, Jan.
960405647	Williams et al., R*: An Overview of the Architecture, IBM Research, San Jose, California, Copyright 1982.
960407256	Williams et al., Tetrahedron Letters, vol. 24, No. 37 pp. 3965 3968 (1983).
960421982	Williams at al., Kinetics of the Polymerization of 4-Acetoxybenzoic Acid and 6-Acetoxy-2-naphthoic Acid, Macromolecules, vol. 29, 1996, pp. 1874-1879.
960428488	Williams & Wang, RCA Review, vol. 43, pp. 224 227, Mar. 1983.
960436667	Williams et al., Solid Electrolyte Mixed Potential Phenomena, Solid State Chemistry 1982, Proceedings of the Second European Conference, Veldhoven, The Netherlands, Jun. 7-9, 1982, R. Metselaar, H.J.M. Heijlgers and J. Schoonman (Eds), Studies in Inorganic Chemistry, vol. 3.
960436769	Williams et al., Characterization of a Herpes Simplex Virus Type 2 Deoxyuridine . . .  Virology, 1987, 156:282-292.
